,Unnamed: 0,american_name,provinceName,provinceShortName,confirmedCount,suspectedCount,curedCount,deadCount,date
12,12,Beijing,北京市,北京,352,0,56,3,2020-02-13
13,13,Anhui,安徽省,安徽,889,0,127,4,2020-02-13
14,14,Taiwan,台湾,台湾,18,0,1,0,2020-02-13
15,15,Xinjiang,新疆维吾尔自治区,新疆,59,0,3,0,2020-02-13
16,16,Hunan,湖南省,湖南,946,0,304,2,2020-02-13
17,17,Jilin,吉林省,吉林,83,0,22,1,2020-02-13
18,18,Gansu,甘肃省,甘肃,86,0,29,2,2020-02-13
19,19,Guizhou,贵州省,贵州,133,0,18,1,2020-02-13
20,20,Chongqing,重庆市,重庆,509,0,87,3,2020-02-13
21,21,Yunnan,云南省,云南,154,0,26,0,2020-02-13
22,22,Shaanxi,陕西省,陕西,225,0,43,0,2020-02-13
23,23,Hong Kong,香港,香港,50,0,1,1,2020-02-13
24,24,Zhejiang,浙江省,浙江,1131,0,321,0,2020-02-13
25,25,Shanxi,山西省,山西,126,0,33,0,2020-02-13
26,26,Hubei,湖北省,湖北,33366,0,2686,1068,2020-02-13
27,27,Guangdong,广东省,广东,1219,0,275,1,2020-02-13
28,28,Tianjin,天津市,天津,112,0,11,2,2020-02-13
29,29,Hainan,海南省,海南,157,0,27,4,2020-02-13
30,30,Hebei,河北省,河北,251,0,54,2,2020-02-13
31,31,Inner Mongolia,内蒙古自治区,内蒙古,60,0,6,0,2020-02-13
32,32,Heilongjiang,黑龙江省,黑龙江,378,0,31,8,2020-02-13
33,33,Tibet,西藏自治区,西藏,1,0,1,0,2020-02-13
0,0,Qinghai,青海省,青海,18,0,11,0,2020-02-14
1,1,Fujian,福建省,福建,281,0,59,0,2020-02-14
2,2,Liaoning,辽宁省,辽宁,117,0,24,1,2020-02-14
3,3,Sichuan,四川省,四川,463,0,105,1,2020-02-14
4,4,Jiangsu,江苏省,江苏,593,0,141,0,2020-02-14
5,5,Jiangxi,江西省,江西,900,0,187,1,2020-02-14
6,6,Shandong,山东省,山东,519,0,111,2,2020-02-14
7,7,Guangxi,广西壮族自治区,广西,226,0,35,2,2020-02-14
8,8,Ningxia,宁夏回族自治区,宁夏,67,0,24,0,2020-02-14
9,9,Macau,澳门,澳门,10,0,3,0,2020-02-14
10,10,Henan,河南省,河南,1184,0,330,11,2020-02-14
11,11,Shanghai,上海市,上海,318,0,90,1,2020-02-14
12,12,Beijing,北京市,北京,372,0,79,3,2020-02-14
13,13,Anhui,安徽省,安徽,934,0,179,6,2020-02-14
14,14,Taiwan,台湾,台湾,18,0,2,0,2020-02-14
15,15,Xinjiang,新疆维吾尔自治区,新疆,65,0,6,1,2020-02-14
16,16,Hunan,湖南省,湖南,988,0,352,2,2020-02-14
17,17,Jilin,吉林省,吉林,86,0,25,1,2020-02-14
18,18,Gansu,甘肃省,甘肃,90,0,39,2,2020-02-14
19,19,Guizhou,贵州省,贵州,140,0,28,1,2020-02-14
20,20,Chongqing,重庆市,重庆,529,0,128,4,2020-02-14
21,21,Yunnan,云南省,云南,162,0,27,0,2020-02-14
22,22,Shaanxi,陕西省,陕西,230,0,49,0,2020-02-14
23,23,Hong Kong,香港,香港,53,0,1,1,2020-02-14
24,24,Zhejiang,浙江省,浙江,1155,0,369,0,2020-02-14
25,25,Shanxi,山西省,山西,126,0,36,0,2020-02-14
26,26,Hubei,湖北省,湖北,51986,0,3862,1318,2020-02-14
27,27,Guangdong,广东省,广东,1261,0,340,2,2020-02-14
28,28,Tianjin,天津市,天津,119,0,21,3,2020-02-14
29,29,Hainan,海南省,海南,158,0,30,4,2020-02-14
30,30,Hebei,河北省,河北,283,0,72,3,2020-02-14
31,31,Inner Mongolia,内蒙古自治区,内蒙古,65,0,6,0,2020-02-14
32,32,Heilongjiang,黑龙江省,黑龙江,418,0,37,11,2020-02-14
33,33,Tibet,西藏自治区,西藏,1,0,1,0,2020-02-14
0,0,Qinghai,青海省,青海,18,0,11,0,2020-02-15
1,1,Fujian,福建省,福建,285,0,66,0,2020-02-15
2,2,Liaoning,辽宁省,辽宁,119,0,29,1,2020-02-15
3,3,Sichuan,四川省,四川,463,0,114,1,2020-02-15
4,4,Jiangsu,江苏省,江苏,593,0,157,0,2020-02-15
5,5,Jiangxi,江西省,江西,900,0,187,1,2020-02-15
6,6,Shandong,山东省,山东,523,0,136,2,2020-02-15
7,7,Guangxi,广西壮族自治区,广西,235,0,40,2,2020-02-15
8,8,Ningxia,宁夏回族自治区,宁夏,67,0,24,0,2020-02-15
9,9,Macau,澳门,澳门,10,0,3,0,2020-02-15
10,10,Henan,河南省,河南,1184,0,357,11,2020-02-15
11,11,Shanghai,上海市,上海,326,0,90,1,2020-02-15
12,12,Beijing,北京市,北京,372,0,80,3,2020-02-15
13,13,Anhui,安徽省,安徽,934,0,193,6,2020-02-15
14,14,Taiwan,台湾,台湾,18,0,2,0,2020-02-15
15,15,Xinjiang,新疆维吾尔自治区,新疆,65,0,6,1,2020-02-15
16,16,Hunan,湖南省,湖南,988,0,364,2,2020-02-15
17,17,Jilin,吉林省,吉林,88,0,25,1,2020-02-15
18,18,Gansu,甘肃省,甘肃,90,0,39,2,2020-02-15
19,19,Guizhou,贵州省,贵州,140,0,28,1,2020-02-15
20,20,Chongqing,重庆市,重庆,537,0,152,5,2020-02-15
21,21,Yunnan,云南省,云南,162,0,36,0,2020-02-15
22,22,Shaanxi,陕西省,陕西,230,0,54,0,2020-02-15
23,23,Hong Kong,香港,香港,56,0,1,1,2020-02-15
24,24,Zhejiang,浙江省,浙江,1155,0,403,0,2020-02-15
25,25,Shanxi,山西省,山西,127,0,38,0,2020-02-15
26,26,Hubei,湖北省,湖北,54406,0,4774,1457,2020-02-15
27,27,Guangdong,广东省,广东,1261,0,362,2,2020-02-15
28,28,Tianjin,天津市,天津,120,0,32,3,2020-02-15
29,29,Hainan,海南省,海南,159,0,43,4,2020-02-15
30,30,Hebei,河北省,河北,291,0,86,3,2020-02-15
31,31,Inner Mongolia,内蒙古自治区,内蒙古,65,0,6,0,2020-02-15
32,32,Heilongjiang,黑龙江省,黑龙江,425,0,48,11,2020-02-15
33,33,Tibet,西藏自治区,西藏,1,0,1,0,2020-02-15
0,0,Qinghai,青海省,青海,18,0,13,0,2020-02-16
1,1,Fujian,福建省,福建,287,0,79,0,2020-02-16
2,2,Liaoning,辽宁省,辽宁,120,0,35,1,2020-02-16
3,3,Sichuan,四川省,四川,481,0,130,3,2020-02-16
4,4,Jiangsu,江苏省,江苏,617,0,209,0,2020-02-16
5,5,Jiangxi,江西省,江西,925,0,239,1,2020-02-16
6,6,Shandong,山东省,山东,537,0,166,2,2020-02-16
7,7,Guangxi,广西壮族自治区,广西,237,0,46,2,2020-02-16
8,8,Ningxia,宁夏回族自治区,宁夏,70,0,33,0,2020-02-16
9,9,Macau,澳门,澳门,10,0,3,0,2020-02-16
10,10,Henan,河南省,河南,1231,0,421,13,2020-02-16
11,11,Shanghai,上海市,上海,328,0,140,1,2020-02-16
12,12,Beijing,北京市,北京,380,0,105,4,2020-02-16
13,13,Anhui,安徽省,安徽,962,0,249,6,2020-02-16
14,14,Taiwan,台湾,台湾,18,0,2,0,2020-02-16
15,15,Xinjiang,新疆维吾尔自治区,新疆,71,0,11,1,2020-02-16
16,16,Hunan,湖南省,湖南,1004,0,452,3,2020-02-16
17,17,Jilin,吉林省,吉林,89,0,28,1,2020-02-16
18,18,Gansu,甘肃省,甘肃,90,0,49,2,2020-02-16
19,19,Guizhou,贵州省,贵州,144,0,41,1,2020-02-16
20,20,Chongqing,重庆市,重庆,544,0,184,5,2020-02-16
21,21,Yunnan,云南省,云南,169,0,42,0,2020-02-16
22,22,Shaanxi,陕西省,陕西,236,0,64,0,2020-02-16
23,23,Hong Kong,香港,香港,56,0,1,1,2020-02-16
24,24,Zhejiang,浙江省,浙江,1167,0,441,0,2020-02-16
25,25,Shanxi,山西省,山西,128,0,46,0,2020-02-16
26,26,Hubei,湖北省,湖北,56249,0,5623,1596,2020-02-16
27,27,Guangdong,广东省,广东,1316,0,438,2,2020-02-16
28,28,Tianjin,天津市,天津,124,0,37,3,2020-02-16
29,29,Hainan,海南省,海南,162,0,39,4,2020-02-16
30,30,Hebei,河北省,河北,300,0,103,3,2020-02-16
31,31,Inner Mongolia,内蒙古自治区,内蒙古,70,0,7,0,2020-02-16
32,32,Heilongjiang,黑龙江省,黑龙江,445,0,73,11,2020-02-16
33,33,Tibet,西藏自治区,西藏,1,0,1,0,2020-02-16
0,0,Qinghai,青海省,青海,18,0,13,0,2020-02-17
1,1,Fujian,福建省,福建,290,0,84,0,2020-02-17
2,2,Liaoning,辽宁省,辽宁,121,0,41,1,2020-02-17
3,3,Sichuan,四川省,四川,495,0,141,3,2020-02-17
4,4,Jiangsu,江苏省,江苏,626,0,247,0,2020-02-17
5,5,Jiangxi,江西省,江西,930,0,275,1,2020-02-17
6,6,Shandong,山东省,山东,541,0,182,2,2020-02-17
7,7,Guangxi,广西壮族自治区,广西,238,0,51,2,2020-02-17
8,8,Ningxia,宁夏回族自治区,宁夏,70,0,33,0,2020-02-17
9,9,Macau,澳门,澳门,10,0,5,0,2020-02-17
10,10,Henan,河南省,河南,1246,0,485,16,2020-02-17
11,11,Shanghai,上海市,上海,332,0,161,1,2020-02-17
12,12,Beijing,北京市,北京,381,0,114,4,2020-02-17
13,13,Anhui,安徽省,安徽,973,0,278,6,2020-02-17
14,14,Taiwan,台湾,台湾,20,0,2,1,2020-02-17
15,15,Xinjiang,新疆维吾尔自治区,新疆,75,0,12,1,2020-02-17
16,16,Hunan,湖南省,湖南,1006,0,491,3,2020-02-17
17,17,Jilin,吉林省,吉林,89,0,30,1,2020-02-17
18,18,Gansu,甘肃省,甘肃,90,0,54,2,2020-02-17
19,19,Guizhou,贵州省,贵州,146,0,54,1,2020-02-17
20,20,Chongqing,重庆市,重庆,551,0,210,5,2020-02-17
21,21,Yunnan,云南省,云南,171,0,45,0,2020-02-17
22,22,Shaanxi,陕西省,陕西,240,0,74,0,2020-02-17
23,23,Hong Kong,香港,香港,57,0,2,1,2020-02-17
24,24,Zhejiang,浙江省,浙江,1171,0,486,0,2020-02-17
25,25,Shanxi,山西省,山西,129,0,50,0,2020-02-17
26,26,Hubei,湖北省,湖北,58182,0,6642,1696,2020-02-17
27,27,Guangdong,广东省,广东,1322,0,486,4,2020-02-17
28,28,Tianjin,天津市,天津,125,0,45,3,2020-02-17
29,29,Hainan,海南省,海南,163,0,52,4,2020-02-17
30,30,Hebei,河北省,河北,301,0,111,3,2020-02-17
31,31,Inner Mongolia,内蒙古自治区,内蒙古,72,0,8,0,2020-02-17
32,32,Heilongjiang,黑龙江省,黑龙江,457,0,84,11,2020-02-17
33,33,Tibet,西藏自治区,西藏,1,0,1,0,2020-02-17
0,0,Qinghai,青海省,青海,18,0,15,0,2020-02-18
1,1,Fujian,福建省,福建,292,0,93,0,2020-02-18
2,2,Liaoning,辽宁省,辽宁,121,0,46,1,2020-02-18
3,3,Sichuan,四川省,四川,508,0,168,3,2020-02-18
4,4,Jiangsu,江苏省,江苏,629,0,276,0,2020-02-18
5,5,Jiangxi,江西省,江西,933,0,310,1,2020-02-18
6,6,Shandong,山东省,山东,543,0,208,3,2020-02-18
7,7,Guangxi,广西壮族自治区,广西,242,0,67,2,2020-02-18
8,8,Ningxia,宁夏回族自治区,宁夏,70,0,35,0,2020-02-18
9,9,Macau,澳门,澳门,10,0,5,0,2020-02-18
10,10,Henan,河南省,河南,1257,0,520,19,2020-02-18
11,11,Shanghai,上海市,上海,333,0,177,1,2020-02-18
12,12,Beijing,北京市,北京,387,0,122,4,2020-02-18
13,13,Anhui,安徽省,安徽,982,0,336,6,2020-02-18
14,14,Taiwan,台湾,台湾,22,0,2,1,2020-02-18
15,15,Xinjiang,新疆维吾尔自治区,新疆,76,0,12,1,2020-02-18
16,16,Hunan,湖南省,湖南,1007,0,518,4,2020-02-18
17,17,Jilin,吉林省,吉林,89,0,36,1,2020-02-18
18,18,Gansu,甘肃省,甘肃,91,0,58,2,2020-02-18
19,19,Guizhou,贵州省,贵州,146,0,66,1,2020-02-18
20,20,Chongqing,重庆市,重庆,553,0,235,5,2020-02-18
21,21,Yunnan,云南省,云南,172,0,57,0,2020-02-18
22,22,Shaanxi,陕西省,陕西,240,0,84,0,2020-02-18
23,23,Hong Kong,香港,香港,61,0,2,1,2020-02-18
24,24,Zhejiang,浙江省,浙江,1172,0,534,0,2020-02-18
25,25,Shanxi,山西省,山西,130,0,53,0,2020-02-18
26,26,Hubei,湖北省,湖北,59989,0,7902,1789,2020-02-18
27,27,Guangdong,广东省,广东,1328,0,547,4,2020-02-18
28,28,Tianjin,天津市,天津,127,0,46,3,2020-02-18
29,29,Hainan,海南省,海南,163,0,67,4,2020-02-18
30,30,Hebei,河北省,河北,302,0,127,4,2020-02-18
31,31,Inner Mongolia,内蒙古自治区,内蒙古,73,0,8,0,2020-02-18
32,32,Heilongjiang,黑龙江省,黑龙江,464,0,105,11,2020-02-18
33,33,Tibet,西藏自治区,西藏,1,0,1,0,2020-02-18
0,0,Qinghai,青海省,青海,18,0,16,0,2020-02-19
1,1,Fujian,福建省,福建,293,0,103,0,2020-02-19
2,2,Liaoning,辽宁省,辽宁,121,0,55,1,2020-02-19
3,3,Sichuan,四川省,四川,514,0,185,3,2020-02-19
4,4,Jiangsu,江苏省,江苏,631,0,300,0,2020-02-19
5,5,Jiangxi,江西省,江西,934,0,362,1,2020-02-19
6,6,Shandong,山东省,山东,544,0,221,3,2020-02-19
7,7,Guangxi,广西壮族自治区,广西,244,0,81,2,2020-02-19
8,8,Ningxia,宁夏回族自治区,宁夏,71,0,42,0,2020-02-19
9,9,Macau,澳门,澳门,10,0,5,0,2020-02-19
10,10,Henan,河南省,河南,1262,0,560,19,2020-02-19
11,11,Shanghai,上海市,上海,333,0,186,2,2020-02-19
12,12,Beijing,北京市,北京,393,0,145,4,2020-02-19
13,13,Anhui,安徽省,安徽,986,0,401,6,2020-02-19
14,14,Taiwan,台湾,台湾,22,0,2,1,2020-02-19
15,15,Xinjiang,新疆维吾尔自治区,新疆,76,0,20,1,2020-02-19
16,16,Hunan,湖南省,湖南,1008,0,554,4,2020-02-19
17,17,Jilin,吉林省,吉林,90,0,37,1,2020-02-19
18,18,Gansu,甘肃省,甘肃,91,0,62,2,2020-02-19
19,19,Guizhou,贵州省,贵州,146,0,69,2,2020-02-19
20,20,Chongqing,重庆市,重庆,555,0,254,5,2020-02-19
21,21,Yunnan,云南省,云南,173,0,60,1,2020-02-19
22,22,Shaanxi,陕西省,陕西,242,0,100,0,2020-02-19
23,23,Hong Kong,香港,香港,62,0,4,2,2020-02-19
24,24,Zhejiang,浙江省,浙江,1174,0,549,0,2020-02-19
25,25,Shanxi,山西省,山西,131,0,62,0,2020-02-19
26,26,Hubei,湖北省,湖北,61682,0,9170,1921,2020-02-19
27,27,Guangdong,广东省,广东,1331,0,578,5,2020-02-19
28,28,Tianjin,天津市,天津,128,0,48,3,2020-02-19
29,29,Hainan,海南省,海南,163,0,79,4,2020-02-19
30,30,Hebei,河北省,河北,306,0,136,4,2020-02-19
31,31,Inner Mongolia,内蒙古自治区,内蒙古,75,0,9,0,2020-02-19
32,32,Heilongjiang,黑龙江省,黑龙江,470,0,115,12,2020-02-19
33,33,Tibet,西藏自治区,西藏,1,0,1,0,2020-02-19
0,0,Qinghai,青海省,青海,18,0,16,0,2020-02-20
1,1,Fujian,福建省,福建,293,0,112,1,2020-02-20
2,2,Liaoning,辽宁省,辽宁,121,0,58,1,2020-02-20
3,3,Sichuan,四川省,四川,520,0,209,3,2020-02-20
4,4,Jiangsu,江苏省,江苏,631,0,331,0,2020-02-20
5,5,Jiangxi,江西省,江西,934,0,433,1,2020-02-20
6,6,Shandong,山东省,山东,546,0,242,4,2020-02-20
7,7,Guangxi,广西壮族自治区,广西,245,0,89,2,2020-02-20
8,8,Ningxia,宁夏回族自治区,宁夏,71,0,44,0,2020-02-20
9,9,Macau,澳门,澳门,10,0,6,0,2020-02-20
10,10,Henan,河南省,河南,1265,0,614,19,2020-02-20
11,11,Shanghai,上海市,上海,333,0,187,2,2020-02-20
12,12,Beijing,北京市,北京,395,0,153,4,2020-02-20
13,13,Anhui,安徽省,安徽,987,0,439,6,2020-02-20
14,14,Taiwan,台湾,台湾,24,0,2,1,2020-02-20
15,15,Xinjiang,新疆维吾尔自治区,新疆,76,0,20,1,2020-02-20
16,16,Hunan,湖南省,湖南,1010,0,597,4,2020-02-20
17,17,Jilin,吉林省,吉林,91,0,40,1,2020-02-20
18,18,Gansu,甘肃省,甘肃,91,0,65,2,2020-02-20
19,19,Guizhou,贵州省,贵州,146,0,71,2,2020-02-20
20,20,Chongqing,重庆市,重庆,560,0,274,5,2020-02-20
21,21,Yunnan,云南省,云南,172,0,67,1,2020-02-20
22,22,Shaanxi,陕西省,陕西,245,0,106,1,2020-02-20
23,23,Hong Kong,香港,香港,65,0,6,2,2020-02-20
24,24,Zhejiang,浙江省,浙江,1175,0,610,0,2020-02-20
25,25,Shanxi,山西省,山西,131,0,70,0,2020-02-20
26,26,Hubei,湖北省,湖北,62031,0,10338,2029,2020-02-20
27,27,Guangdong,广东省,广东,1332,0,624,5,2020-02-20
28,28,Tianjin,天津市,天津,130,0,54,3,2020-02-20
29,29,Hainan,海南省,海南,168,0,84,4,2020-02-20
30,30,Hebei,河北省,河北,307,0,154,5,2020-02-20
31,31,Inner Mongolia,内蒙古自治区,内蒙古,75,0,11,0,2020-02-20
32,32,Heilongjiang,黑龙江省,黑龙江,476,0,127,12,2020-02-20
33,33,Tibet,西藏自治区,西藏,1,0,1,0,2020-02-20
0,0,Qinghai,青海省,青海,18,0,16,0,2020-02-21
1,1,Fujian,福建省,福建,293,0,126,1,2020-02-21
2,2,Liaoning,辽宁省,辽宁,121,0,59,1,2020-02-21
3,3,Sichuan,四川省,四川,520,0,217,3,2020-02-21
4,4,Jiangsu,江苏省,江苏,631,0,356,0,2020-02-21
5,5,Jiangxi,江西省,江西,934,0,433,1,2020-02-21
6,6,Shandong,山东省,山东,546,0,254,4,2020-02-21
7,7,Guangxi,广西壮族自治区,广西,245,0,90,2,2020-02-21
8,8,Ningxia,宁夏回族自治区,宁夏,71,0,44,0,2020-02-21
9,9,Macau,澳门,澳门,10,0,6,0,2020-02-21
10,10,Henan,河南省,河南,1265,0,637,19,2020-02-21
11,11,Shanghai,上海市,上海,334,0,199,2,2020-02-21
12,12,Beijing,北京市,北京,395,0,153,4,2020-02-21
13,13,Anhui,安徽省,安徽,987,0,474,6,2020-02-21
14,14,Taiwan,台湾,台湾,24,0,2,1,2020-02-21
15,15,Xinjiang,新疆维吾尔自治区,新疆,76,0,22,1,2020-02-21
16,16,Hunan,湖南省,湖南,1010,0,634,4,2020-02-21
17,17,Jilin,吉林省,吉林,91,0,43,1,2020-02-21
18,18,Gansu,甘肃省,甘肃,91,0,71,2,2020-02-21
19,19,Guizhou,贵州省,贵州,146,0,72,2,2020-02-21
20,20,Chongqing,重庆市,重庆,567,0,299,6,2020-02-21
21,21,Yunnan,云南省,云南,174,0,79,2,2020-02-21
22,22,Shaanxi,陕西省,陕西,245,0,118,1,2020-02-21
23,23,Hong Kong,香港,香港,68,0,6,2,2020-02-21
24,24,Zhejiang,浙江省,浙江,1175,0,633,1,2020-02-21
25,25,Shanxi,山西省,山西,132,0,76,0,2020-02-21
26,26,Hubei,湖北省,湖北,62031,0,10521,2029,2020-02-21
27,27,Guangdong,广东省,广东,1332,0,642,5,2020-02-21
28,28,Tianjin,天津市,天津,131,0,59,3,2020-02-21
29,29,Hainan,海南省,海南,168,0,86,4,2020-02-21
30,30,Hebei,河北省,河北,307,0,169,5,2020-02-21
31,31,Inner Mongolia,内蒙古自治区,内蒙古,75,0,16,0,2020-02-21
32,32,Heilongjiang,黑龙江省,黑龙江,476,0,136,12,2020-02-21
33,33,Tibet,西藏自治区,西藏,1,0,1,0,2020-02-21
